u,v,name,highway,oneway,length,lanes,bridge,ref,junction,maxspeed,tunnel,access,id,cnt,n_id
603891422,603891420,肇嘉浜路,tertiary,1,73.628, , , , , , , ,6650,26,345
603891422,603891424,吴兴路,residential,1,251.093, , , , , , , ,6651,119,346
603891424,603891425,吴兴路,residential,1,154.578, , , , , , , ,6652,121,347
603891424,1577605553,建国西路,tertiary,1,151.038, , , , , , , ,6653,193,348
603891425,603891426,吴兴路,residential,1,19.884, , , , , , , ,6654,204,349
603891425,804464883,衡山路,secondary,1,186.546,2, , , , , , ,6655,202,350
603891426,603891428,吴兴路,residential,1,244.427, , , , , , , ,6656,176,351
603891426,601712348,衡山路,secondary,1,252.801,2, , , , , , ,6657,614,352
603891428,1414884245,康平路,residential,1,212.015, , , , , , , ,6658,37,353
603891428,603891432,吴兴路,residential,1,321.077, , , , , , , ,6659,159,354
603891432,554236865,淮海中路,secondary,0,199.117,2, , , , , , ,6660,443,355
603891432,804464960,淮海中路,secondary,0,198.348,2, , , , , , ,6661,418,356
603891496,603891497,华亭路,residential,0,179.374, , , , , , , ,6664,20,357
603891496,554238927,淮海中路,secondary,0,166.12199999999996,2, , , , , , ,6665,570,358
603891496,152846422,淮海中路,secondary,0,537.982,2, , , , , , ,6666,477,359
603891497,603891498,华亭路,residential,0,199.385, , , , , , , ,6667,19,360
603891497,603891496,华亭路,residential,0,179.374, , , , , , , ,6668,96,361
603891497,152846113,延庆路,residential,1,348.464, , , , , , , ,6669,45,362
603891498,603891497,华亭路,residential,0,199.385, , , , , , , ,6670,93,363
603891498,152887810,长乐路,residential,0,218.764,1, , , , , , ,6671,119,364
603891498,6360292379,长乐路,residential,0,135.59,1, , , , , , ,6672,179,365
603891525,603891416,复兴西路,tertiary,0,292.797,2, , , , , , ,6673,150,366
603891525,154072852,复兴西路,tertiary,0,251.657,2, , , , , , ,6674,75,367
603891525,1168463053,永福路,residential,0,317.391, , , , , , , ,6675,14,368
603891525,1168461360,永福路,residential,0,175.89899999999997, , , , , , , ,6676,47,369
603891560,94574920,乌鲁木齐南路,tertiary,1,42.672,1, , , , , , ,6677,379,370
605419515,3026283738,小木桥路,unclassified,1,482.653, , , , , , , ,6692,227,371
605419515,622622029,斜土路,secondary,0,347.31,4, , , , , , ,6693,395,372
605419515,622621883,斜土路,secondary,0,286.84099999999995,4, , , , , , ,6694,578,373
622621864,622623769,双峰北路,residential,0,189.332, , , , , , , ,7519,70,374
622621864,622621866,斜土路,residential,0,220.018,4, , , , , , ,7520,36,375
622621864,622624187,斜土路,residential,0,443.57,4, , , , , , ,7521,111,376
622621866,622624184,南丹东路,secondary,0,387.532, , , , , , , ,7522,343,377
622621866,622621864,斜土路,residential,0,220.018,4, , , , , , ,7523,145,378
622621866,243843425,斜土路,secondary,0,136.395,4, , , , , , ,7524,403,379
622621883,605419515,斜土路,secondary,0,286.841,4, , , , , , ,7525,352,380
622621883,243843501,斜土路,secondary,0,356.942,4, , , , , , ,7526,479,381
622621883,856908986,枫林路,residential,1,211.247, , , , , , , ,7527,338,382
622622029,601675042,斜土路,secondary,0,11.965,4, , , , , , ,7528,350,383
622622029,4225546025,大木桥路,tertiary,1,9.369, , , , , , , ,7529,92,384
622622029,605419515,斜土路,secondary,0,347.31,4, , , , , , ,7530,469,385
622623197,1882296810,打浦路,unclassified,0,95.679, , , , , , , ,7568,239,386
622623197,1882278349,南塘浜路,residential,1,387.057, , , , , , , ,7569,36,387
622623197,1576353731,打浦路,unclassified,0,302.74, , , , , , , ,7570,446,388
622623540,622623542,雅安路,residential,0,32.128, , , , , , , ,7571,69,389
622623540,600504930,肇嘉浜路,primary,1,186.496,4, , , , , , ,7572,959,390
622623542,622623540,雅安路,residential,0,32.128, , , , , , , ,7573,66,391
622623542,856909055,雅安路,residential,0,128.599, , , , , , , ,7574,82,392
622623542,858404348,肇嘉浜路,primary,1,260.778,4, , , ,60, , ,7575,1115,393
622623764,243843501,东安路,tertiary,0,475.022,4, , , , , , ,7577,30,394
622623764,622623813,零陵路,residential,1,291.519, , , , , , , ,7578,328,395
622623769,622621864,双峰北路,residential,0,189.332, , , , , , , ,7579,25,396
622623769,622623771,零陵路,tertiary,0,264.366, , , , , , , ,7580,304,397
622623769,622624188,零陵路,tertiary,0,407.937, , , , , , , ,7581,139,398
622623771,243843425,宛平南路,secondary,1,378.716, , , , , , , ,7582,579,399
622623771,622623764,零陵路,residential,1,629.078, , , , , , , ,7583,327,400
622623771,622623769,零陵路,tertiary,0,264.366, , , , , , , ,7584,108,401
622623813,3026283738,零陵路,residential,1,330.589, , , , , , , ,7586,178,402
622623813,622621883,枫林路,residential,1,482.83699999999993, , , , , , , ,7587,202,403
622624179,622624180,天钥桥路,secondary,1,43.702, , , , , , , ,7588,382,404
622624179,640459266,肇嘉浜路,primary,1,193.11400000000003,4, , , , , , ,7589,921,405
622624180,640468083,肇嘉浜路,primary,1,128.551,4, , , , , , ,7590,680,406
622624180,856908626,天钥桥路,secondary,1,282.875, , , , , , , ,7591,619,407
622624184,622621866,南丹东路,secondary,0,387.532, , , , , , , ,7592,450,408
622624184,3805834237,南丹东路,secondary,0,339.712, , , , , , , ,7593,374,409
622624184,856908373,天钥桥路,secondary,1,163.28199999999995, , , , , , , ,7594,582,410
622624187,622621864,斜土路,residential,0,443.56999999999994,4, , , , , , ,7595,29,411
622624187,2376274688,斜土路,residential,0,131.692,4, , , , , , ,7596,194,412
622624187,622624188,天钥桥路,secondary,1,116.786, , , , , , , ,7597,593,413
622624188,622623769,零陵路,tertiary,0,407.937, , , , , , , ,7599,241,414
622624188,601716792,零陵路,tertiary,0,184.882, , , , , , , ,7600,115,415
623410145,3026466101,瞿溪路,unclassified,0,178.148, , , , , , , ,7623,72,416
623410148,623410145,瞿溪路,unclassified,1,20.667, , , , , , , ,7624,60,417
623410148,565224366,瑞金南路,secondary,1,423.46, , , , , , , ,7625,275,418
623410149,623410148,瞿溪路,unclassified,1,300.415, , , , , , , ,7626,65,419
623410149,1882296810,打浦路,unclassified,0,434.70199999999994, , , , , , , ,7627,239,420
640448605,601712422,肇嘉浜路,primary,1,261.994,4, , , ,60, , ,8152,909,421
640448687,601675019,枫林路,residential,1,31.652, , , , , , , ,8153,448,422
640448687,601675168,肇嘉浜路,primary,1,249.087,4, , , ,60, , ,8154,866,423
640458286,640466413,肇嘉浜路,primary,1,145.109,4, , , , , , ,8159,299,424
640458286,640459264,漕溪北路,primary,1,64.677,5, , , , , , ,8160,324,425
640459264,640459266,华山路,primary,1,20.595, , , , , , , ,8161,336,426
640459264,640466413,肇嘉浜路,primary,1,124.44500000000002,4, , , , , , ,8162,503,427
640459266,1490932760,华山路,primary,1,216.788, , , , , , , ,8164,344,428
640464962,640468170,"['衡山路', '衡山路漕溪北路隧道']",secondary,1,593.5799999999998,2, , , , ,yes, ,8166,327,429
640464962,640458286,漕溪北路,primary,1,229.059,5, , , , , , ,8167,598,430
640466413,622624180,肇嘉浜路,primary,1,74.89199999999998,4, , , , , , ,8168,824,431
640468083,640468130,天平路,tertiary,0,36.108, , , , , , , ,8169,136,432
640468083,107723532,肇嘉浜路,primary,1,368.298,4, , , , , , ,8170,605,433
640468130,640468083,天平路,tertiary,0,36.108, , , , , , , ,8171,50,434
640468130,622624179,肇嘉浜路,primary,1,118.09800000000001,4, , , , , , ,8172,1219,435
640468130,640468170,天平路,tertiary,0,144.752, , , , , , , ,8173,113,436
640468170,640468210,天平路,tertiary,0,9.815, , , , , , , ,8174,165,437
640468170,640468130,天平路,tertiary,0,144.752, , , , , , , ,8175,127,438
640468170,640476183,衡山路,secondary,1,202.102,2, , , , , , ,8176,188,439
640468210,4790191325,天平路,residential,1,173.724, , , , , , , ,8177,95,440
640468210,640468170,天平路,tertiary,0,9.815, , , , , , , ,8178,149,441
640469172,640476171,广元路,tertiary,1,235.603, , , , , , , ,8180,169,442
640469172,640470131,天平路,residential,1,198.974, , , , , , , ,8181,83,443
640470131,1414884244,康平路,residential,0,214.074, , , , , , , ,8182,11,444
640470131,640476435,康平路,residential,0,115.078, , , , , , , ,8183,46,445
640470131,105253431,天平路,residential,1,401.884, , , , , , , ,8184,60,446
640476171,640476172,余庆路,residential,1,187.583, , , , , , , ,8190,84,447
640476171,601712348,广元路,tertiary,1,248.141, , , , , , , ,8191,165,448
640476172,640476183,余庆路,residential,1,13.974, , , , , , , ,8192,27,449
640476172,640468210,衡山路,secondary,1,210.646,2, , , , , , ,8193,577,450
640476183,243843481,衡山路,secondary,1,294.7469999999999,2, , , , , , ,8194,216,451
640476214,640469172,广元路,tertiary,1,124.21100000000001, , , , , , , ,8195,175,452
640476214,640476435,华山路,primary,1,167.637, , , , , , , ,8196,399,453
640476403,804474451,华山路,primary,1,17.671, , , , , , , ,8197,337,454
640476403,804474492,淮海中路,secondary,1,118.72900000000001, , , , , , , ,8198,269,455
640476435,640470131,康平路,residential,0,115.078, , , , , , , ,8200,8,456
640476435,640476403,华山路,primary,1,299.351, , , , , , , ,8201,368,457
640482387,1666718699,复兴西路,tertiary,0,204.662,2, , , , , , ,8202,66,458
640482387,5226901246,华山路,secondary,0,182.301, , , , , , , ,8203,159,459
640482387,574737611,华山路,secondary,0,87.093, , , , , , , ,8204,224,460
640484221,857586245,常熟路,secondary,0,89.07299999999998,2, , , , , , ,8205,673,461
640484221,154080003,华山路,secondary,0,298.9720000000001, , , , , , , ,8207,162,462
640593631,2129433532,漕溪北路,primary,1,42.501,5, , , , , , ,8227,931,463
804464883,1577605553,高安路,residential,1,261.267, , , , , , , ,9079,111,464
804464883,82518112,衡山路,secondary,1,47.046,2, , , , , , ,9080,229,465
804464903,804464883,高安路,residential,1,19.35, , , , , , , ,9081,141,466
804464903,603891426,衡山路,secondary,1,190.447,2, , , , , , ,9082,571,467
804464933,994212309,武康路,residential,1,263.58399999999995, , , , , , , ,9083,98,468
804464933,5226901273,湖南路,residential,0,152.821, , , , , , , ,9084,49,469
804464933,5226901271,湖南路,unclassified,1,56.585, , , , , , , ,9085,38,470
804464960,1414884249,高安路,residential,1,264.292, , , , , , , ,9086,143,471
804464960,1168463053,湖南路,residential,0,106.279, , , , , , , ,9087,82,472
804464960,603891432,淮海中路,secondary,0,198.348,2, , , , , , ,9088,377,473
804464960,131184023,淮海中路,secondary,0,429.259,2, , , , , , ,9089,345,474
804474451,994212301,华山路,primary,1,321.276, , , , , , , ,9103,250,475
804474492,804474451,淮海中路,secondary,1,119.98500000000001, , , , , , , ,9104,403,476
804474492,105253431,淮海中路,secondary,0,184.493,2, , , , , , ,9105,281,477
856908349,321982054,三角东街,residential,0,275.924, , , , , , , ,9552,12,478
856908349,2376274688,影业街,"['residential', 'unclassified']",0,445.881, , , , , , , ,9553,7,479
856908349,2129433584,影业街,residential,0,131.652, , , , , , , ,9554,22,480
856908373,3805834238,天钥桥路380弄,tertiary,0,249.663, , , , , , , ,9555,49,481
856908373,622624187,天钥桥路,secondary,1,259.401, , , , , , , ,9556,683,482
856908554,376594431,漕溪北路,primary,1,233.79200000000003,5, , , , , , ,9568,916,483
856908554,3805834238,"['天钥桥路380弄', '慈云街']",tertiary,0,245.307, , , , , , , ,9569,85,484
856908615,107723532,宛平南路,secondary,1,322.502, , , , , , , ,9570,599,485
856908615,856908626,辛耕路,residential,0,459.067, , , , , , , ,9571,96,486
856908626,856908615,辛耕路,residential,0,459.067, , , , , , , ,9572,97,487
856908626,622624184,天钥桥路,secondary,1,253.635, , , , , , , ,9573,619,488
856908765,2662665881,茶陵北路,residential,0,113.384, , , , , , , ,9576,64,489
856908765,856908965,合宝路,residential,0,182.289, , , , , , , ,9577,70,490
856908765,600504910,斜土路,secondary,0,358.8640000000001,4, , , , , , ,9578,474,491
856908765,601675042,斜土路,secondary,0,305.93,4, , , , , , ,9579,404,492
856908965,856908765,合宝路,residential,0,182.289, , , , , , , ,9586,91,493
856908965,601675044,正阳路,residential,0,271.053, , , , , , , ,9587,29,494
856908965,856909055,"['正阳路', '雅安路']",residential,0,207.449, , , , , , , ,9588,45,495
856908984,856909015,平江路,residential,0,244.97, , , , , , , ,9589,25,496
856908984,640448687,枫林路,residential,1,99.062, , , , , , , ,9591,420,497
856908986,267698847,枫林路,residential,1,150.409, , , , , , , ,9592,398,498
856908986,856909026,清真路,residential,0,260.2, , , , , , , ,9593,28,499
856909006,856909026,小木桥路,unclassified,1,128.762, , , , , , , ,9594,416,500
856909006,267698847,医学院路,residential,0,249.399, , , , , , , ,9595,18,501
856909006,601675056,医学院路,residential,0,456.357, , , , , , , ,9596,27,502
856909015,856909006,小木桥路,unclassified,1,92.753, , , , , , , ,9598,418,503
856909015,856908984,平江路,residential,0,244.97, , , , , , , ,9600,65,504
856909026,605419515,小木桥路,unclassified,1,230.183, , , , , , , ,9602,364,505
856909026,856908986,清真路,residential,0,260.2, , , , , , , ,9603,106,506
856909026,601675056,清真路,residential,0,434.244, , , , , , , ,9604,11,507
856909055,856908965,"['正阳路', '雅安路']",residential,0,207.449, , , , , , , ,9605,75,508
856909055,622623542,雅安路,residential,0,128.599, , , , , , , ,9606,47,509
856909055,856909059,炎虹路,residential,0,276.843, , , , , , , ,9607,7,510
856909059,600504910,瑞金南路,secondary,1,214.573, , , , , , ,yes,9608,383,511
856909059,856909055,炎虹路,residential,0,276.843, , , , , , , ,9609,10,512
856909184,601712416,斜徐路,residential,0,212.031, , , , , , , ,9610,25,513
856909184,2716408719,徐家汇路,secondary,1,106.986, , , , , , , ,9611,202,514
856926212,2389906350,桂林路,secondary,0,76.198, , , , , , , ,9676,241,515
857586230,994909970,华山路,secondary,1,103.106, , , , , , , ,9713,101,516
857586245,130015482,巨鹿路,residential,0,406.225,1, , , , , , ,9716,80,517
857586245,640484221,常熟路,secondary,0,89.07299999999998,2, , , , , , ,9717,520,518
857586245,6360292379,常熟路,secondary,0,222.348,2, , , , , , ,9718,643,519
857586297,6360292380,常熟路,secondary,0,124.78,2, , , , , , ,9719,484,520
857586297,603891497,延庆路,residential,1,140.655, , , , , , , ,9720,47,521
857586297,1576354815,常熟路,secondary,0,73.71899999999998,2, , , , , , ,9721,589,522
857586333,63338299,复兴中路,secondary,1,188.148,2, , , , , , ,9722,400,523
857586333,87781402,宝庆路,secondary,1,124.78, , , , , , , ,9723,718,524
857586380,857586333,复兴中路,secondary,1,16.782,2, , , , , , ,9724,491,525
857586380,554238927,宝庆路,secondary,1,212.514, , , , , , , ,9725,348,526
858404191,130022631,襄阳北路,tertiary,1,180.583, , , , , , , ,9754,189,527
858404191,552679267,新乐路,residential,1,261.523, , , , , , , ,9755,72,528
858404199,858404201,泰康路,residential,0,36.268,1, , , , , , ,9756,188,529
858404201,858404199,泰康路,residential,0,36.268,1, , , , , , ,9757,54,530
858404201,858404205,泰康路,residential,1,37.792,1, , , , , , ,9758,193,531
858404205,423833606,徐家汇路,secondary,1,213.084, , , , , , , ,9759,928,532
858404226,109425172,绍兴路,residential,1,470.62, , , , , , , ,9760,16,533
858404226,554224858,陕西南路,secondary,1,214.806,3, , , , , , ,9761,801,534
858404347,858404348,瑞金南路,secondary,1,43.284, , , , , , ,yes,9764,287,535
858404347,622623540,肇嘉浜路,primary,1,256.169,4, , , , , , ,9765,923,536
858404348,858404364,肇嘉浜路,primary,1,26.016,4, , , ,60, , ,9766,983,537
858404348,856909059,瑞金南路,secondary,1,170.661, , , , , , ,yes,9767,387,538
858404364,107744658,瑞金南路,secondary,1,56.031, , , , , , , ,9768,144,539
858404364,109424516,瑞金二路,secondary,1,114.223,2, , , , , , ,9769,484,540
858404364,1576353731,"['肇嘉浜路', '徐家汇路']",primary,1,288.361,4, , , ,60, , ,9770,794,541
994212281,857586230,华山路,primary,1,263.963, , , , , , , ,9849,326,542
994212301,994212305,泰安路,residential,0,329.541, , , , , , , ,9853,25,543
994212301,1487384235,华山路,primary,1,332.74, , , , , , , ,9854,274,544
994212305,1317175521,兴国路,unclassified,1,311.657,2, , , , , , ,9855,149,545
994212305,994212309,泰安路,residential,0,193.785, , , , , , , ,9856,22,546
994212305,994212301,泰安路,residential,0,329.541, , , , , , , ,9857,17,547
994212309,105253431,武康路,residential,1,276.31300000000005, , , , , , , ,9858,98,548
994212309,994212305,泰安路,residential,0,193.785, , , , , , , ,9859,14,549
994909970,574737611,华山路,secondary,0,138.77, , , , , , , ,9922,159,550
994910026,4470004598,华山路,secondary,0,23.038, , , , , , , ,9924,164,551
994910026,603891408,武康路,residential,1,83.26599999999998, , , , , , , ,9925,108,552
994910026,4470004597,华山路,secondary,0,112.983, , , , , , , ,9926,150,553
1168461360,5226901248,五原路,residential,1,112.98,1, , , , , , ,9992,53,554
1168461360,603891525,永福路,residential,0,175.899, , , , , , , ,9993,4,555
1168463053,603891525,永福路,residential,0,317.391, , , , , , , ,9994,42,556
1168463053,5226901273,湖南路,residential,0,71.94, , , , , , , ,9995,49,557
1168463053,804464960,湖南路,residential,0,106.279, , , , , , , ,9996,60,558
1317175521,994909970,兴国路,unclassified,1,316.136,2, , , , , , ,10093,141,559
1317175521,1487384235,湖南路,unclassified,1,289.79, , , , , , , ,10094,57,560
1414884244,640476171,余庆路,residential,1,249.527, , , , , , , ,10216,85,561
1414884244,640470131,康平路,residential,0,214.074, , , , , , , ,10217,26,562
1414884245,1414884244,康平路,residential,1,243.83, , , , , , , ,10218,27,563
1414884245,554236865,宛平路,residential,0,336.295, , , , , , , ,10219,140,564
1414884245,243843485,宛平路,residential,0,111.23200000000001, , , , , , , ,10220,54,565
1414884249,804464903,高安路,residential,1,232.554, , , , , , , ,10221,116,566
1414884249,603891428,康平路,residential,1,200.772, , , , , , , ,10222,27,567
1487384235,994212281,华山路,primary,1,79.254, , , , , , , ,10320,279,568
1490932758,4790191325,昭平路,residential,0,145.243, , , , , , , ,10387,6,569
1490932758,640476214,华山路,primary,1,189.637, , , , , , , ,10388,299,570
1490932760,1490932758,华山路,primary,1,105.593, , , , , , , ,10392,303,571
1576353731,1882272209,打浦路,unclassified,0,24.356, , , , , , , ,10602,409,572
1576353731,423833592,徐家汇路,primary,1,117.803,4, , , , , , ,10603,954,573
1576353731,622623197,打浦路,unclassified,0,302.74, , , , , , , ,10604,331,574
1576354815,554238927,常熟路,secondary,0,137.426,2, , , , , , ,10605,632,575
1576354815,857586297,常熟路,secondary,0,73.71899999999998,2, , , , , , ,10606,524,576
1576354819,483133364,巨鹿路,residential,0,357.374, , , , , , , ,10607,95,577
1576354819,130022540,巨鹿路,residential,0,286.494, , , , , , , ,10608,289,578
1576354819,2329789973,陕西南路,secondary,1,104.296,3, , , , , , ,10609,701,579
1577605553,601712324,建国西路,tertiary,1,149.291, , , , , , , ,10610,192,580
1577605553,107758681,高安路,residential,1,251.09, , , , , , , ,10611,107,581
1666718699,603891416,复兴西路,tertiary,0,161.273,2, , , , , , ,10800,62,582
1666718699,5226901264,高邮路,residential,0,47.66, , , , , , ,yes,10801,52,583
1666718699,640482387,复兴西路,tertiary,0,204.662,2, , , , , , ,10802,128,584
1882272209,1576353731,打浦路,unclassified,0,24.356, , , , , , , ,11652,476,585
1882272209,109424516,徐家汇路,primary,1,204.058,4, , , ,60, , ,11653,1471,586
1882278349,486196383,鲁班路,primary,1,109.882,4, , , , , , ,11654,534,587
1882296810,486196383,斜土路,secondary,0,390.051, , , , , , , ,11657,325,588
1882296810,622623197,打浦路,unclassified,0,95.679, , , , , , , ,11658,365,589
1882296810,565224366,斜土路,secondary,0,304.234, , , , , , , ,11659,411,590
1882296810,623410149,打浦路,unclassified,0,434.702, , , , , , , ,11660,182,591
2129433532,856908554,漕溪北路,primary,1,84.569,5, , , , , , ,12053,984,592
2129433575,640593631,漕溪北路,primary,1,325.986,5, , , , , , ,12057,729,593
2129433575,2129433584,漕溪北路辅路,secondary,1,275.704, , , , , , , ,12058,24,594
2129433584,856908349,影业街,residential,0,131.652, , , , , , , ,12059,6,595
2129433584,2129433532,漕溪北路辅路,secondary,1,102.786, , , , , , , ,12060,44,596
2329789972,2329789973,进贤路,residential,1,290.555, , , , , , , ,12133,13,597
2329789972,483133364,茂名南路,residential,0,143.28, , , , , , , ,12135,113,598
2329789972,483133346,茂名南路,residential,0,113.543, , , , , , , ,12136,330,599
2329789973,600487399,陕西南路,secondary,1,110.977,3, , , , , , ,12137,709,600
2376274688,601716797,斜土路,residential,0,107.056,4, , , , , , ,12236,140,601
2376274688,856908349,影业街,"['unclassified', 'residential']",0,445.881, , , , , , , ,12237,7,602
2376274688,622624187,斜土路,residential,0,131.692,4, , , , , , ,12238,46,603
2389906350,856926212,桂林路,secondary,0,76.198, , , , , , , ,12260,772,604
2412392614,603891424,建国西路,tertiary,1,193.759, , , , , , , ,12271,205,605
2412392614,603891425,衡山路,secondary,1,231.829,2, , , , , , ,12272,291,606
2412392616,4225698900,淮海中路,secondary,0,76.531,2, , , , , , ,12273,496,607
2412392616,477597199,淮海中路,secondary,0,189.093,2, , , , , , ,12274,431,608
2412392616,483122241,雁荡路,living_street,0,52.174, , , , , , , ,12275,27,609
2662665881,3026466102,茶陵北路,residential,0,74.232, , , , , , , ,12651,28,610
2662665881,856908765,茶陵北路,residential,0,113.384, , , , , , , ,12652,87,611
2716408636,486193667,重庆南路,primary,1,36.753, , , , , , , ,12680,665,612
2716408636,2716408643,徐家汇路,secondary,1,73.775, , , , , , , ,12681,814,613
2716408643,858404201,泰康路,residential,1,60.434,1, , , , , , ,12685,79,614
2716408643,858404205,徐家汇路,secondary,1,66.055, , , , , , , ,12686,728,615
2716408719,2716408741,鲁班路,primary,1,18.621,4, , , , , , ,12690,793,616
2716408741,8364544019,鲁班路,primary,1,31.822,4, , , , , , ,12691,965,617
2971125849,601675049,大木桥路,tertiary,1,156.949, , , , , , , ,12701,9,618
2971125939,622623542,肇嘉浜路,primary,1,138.628,4, , , ,60, , ,12705,1154,619
2974114618,2974114621,瑞金二路,secondary,1,141.314,2, , , , , , ,12706,770,620
2974114618,7118978996,泰康路,secondary,1,337.069,1, , , , , , ,12707,136,621
2974114621,601681407,瑞金二路,secondary,1,57.113,2, , , , , , ,12708,741,622
2974114621,87604258,"['建国西路', '建国中路']",secondary,1,372.5, , , , , , , ,12709,332,623
3026283738,4225546015,零陵路,residential,1,289.7999999999999, , , , , , , ,12735,200,624
3026466099,3028984382,茶陵路,unclassified,0,139.832, , , , , , , ,12736,40,625
3026466099,3026470525,零陵路,unclassified,0,224.446, , , , , , , ,12738,30,626
3026466100,3026466102,茶陵路,unclassified,0,113.528, , , , , , , ,12739,34,627
3026466100,4225546021,茶陵路,unclassified,0,222.09, , , , , , , ,12740,15,628
3026466100,3026470525,零陵北路,residential,0,307.837, , , , , , , ,12741,7,629
3026466101,3028984382,茶陵路,unclassified,0,94.797, , , , , , , ,12742,42,630
3026466101,3026466102,茶陵路,unclassified,0,205.471, , , , , , , ,12743,44,631
3026466101,623410145,瞿溪路,unclassified,0,178.148, , , , , , , ,12744,48,632
3026466102,2662665881,茶陵北路,residential,0,74.232, , , , , , , ,12745,59,633
3026466102,3026466101,茶陵路,unclassified,0,205.471, , , , , , , ,12746,31,634
3026466102,3026466100,茶陵路,unclassified,0,113.528, , , , , , , ,12747,3,635
3026470525,3026466100,零陵北路,residential,0,307.837, , , , , , , ,12748,35,636
3026470525,3026466099,零陵路,unclassified,0,224.446, , , , , , , ,12749,95,637
3026470525,4225546016,零陵路,unclassified,0,181.208, , , , , , , ,12750,21,638
3028984382,3026466099,茶陵路,unclassified,0,139.832, , , , , , , ,12751,34,639
3028984382,3026466101,茶陵路,unclassified,0,94.797, , , , , , , ,12753,41,640
3048216957,1317175521,湖南路,unclassified,1,125.569, , , , , , , ,12786,53,641
3048216957,5226901256,高邮路,residential,0,177.576, , , , , , ,yes,12787,34,642
3805834237,622624184,南丹东路,secondary,0,339.712, , , , , , , ,12867,465,643
3805834237,376594431,南丹东路,secondary,0,113.171, , , , , , , ,12868,316,644
3805834237,3805834238, ,residential,0,206.712, , , , , , , ,12869,72,645
3805834238,856908373,天钥桥路380弄,tertiary,0,249.663, , , , , , , ,12870,127,646
3805834238,856908554,"['天钥桥路380弄', '慈云街']",tertiary,0,245.307, , , , , , , ,12871,11,647
3805834238,3805834237, ,residential,0,206.712, , , , , , , ,12872,36,648
4225546015,4225546016,零陵路,unclassified,0,12.141, , , , , , , ,12964,204,649
4225546016,4225546015,零陵路,unclassified,0,12.141, , , , , , , ,12966,2,650
4225546016,601675059,大木桥路,tertiary,1,9.511, , , , , , , ,12967,108,651
4225546016,3026470525,零陵路,unclassified,0,181.208, , , , , , , ,12968,112,652
4225546021,601675059,大木桥路,tertiary,0,260.202, , , , , , , ,12969,36,653
4225546021,4225546025,大木桥路,tertiary,0,205.257, , , , , , , ,12970,166,654
4225546021,3026466100,茶陵路,unclassified,0,222.09000000000003, , , , , , , ,12971,22,655
4225546025,601675042,大木桥路,tertiary,1,9.311, , , , , , , ,12972,183,656
4225546025,4225546021,大木桥路,tertiary,0,205.257, , , , , , , ,12973,78,657
4225698900,2412392616,淮海中路,secondary,0,76.531,2, , , , , , ,12981,411,658
4225698900,4988370703,淮海中路,secondary,0,44.726,2, , , , , , ,12982,484,659
4225698900,4225698901,老重庆中路,unclassified,0,96.561, , , , , , , ,12983,32,660
4225698901,4225698900,老重庆中路,unclassified,0,96.561, , , , , , , ,12984,8,661
4225698901,4988370714,长乐路,tertiary,1,30.748, , , , , , , ,12985,104,662
4470004597,600486973,华山路,secondary,0,8.123, , , , , , , ,13184,153,663
4470004597,994910026,华山路,secondary,0,112.983, , , , , , , ,13185,257,664
4470004598,994910026,华山路,secondary,0,23.038, , , , , , , ,13187,155,665
4470004598,5226901246,华山路,secondary,0,58.929, , , , , , , ,13189,153,666
4790191325,1490932758,昭平路,residential,0,145.243, , , , , , , ,13331,21,667
4790191325,640469172,天平路,residential,1,157.213, , , , , , , ,13332,73,668
4988370703,4225698900,淮海中路,secondary,0,44.726,2, , , , , , ,13739,418,669
4988370703,4988384178,重庆南路,primary,1,39.184, , , , ,40, , ,13741,492,670
4988370706,4988370703,重庆南路,primary,1,74.54, , , , , , , ,13745,581,671
4988370708,4988370712, ,residential,1,21.368, , , , , , , ,13746,108,672
4988370708,479307593,巨鹿路,residential,0,201.333, , , , , , , ,13747,295,673
4988370712,4988370715,重庆南路,primary,1,99.066,2, , , , , , ,13751,512,674
4988370714,4988370706,重庆南路,primary,1,16.168, , , , , , , ,13752,496,675
4988370715,4988370714,重庆南路,primary,1,56.639, , , , , , , ,13754,392,676
4988370715,477598679,长乐路,tertiary,0,73.899, , , , , , , ,13755,175,677
4988384171,4988384174,重庆南路,primary,1,26.299, , , , ,40, , ,13756,226,678
4988384174,483119185,重庆南路,primary,1,247.473, , , , ,40, , ,13758,240,679
4988384178,4988384171,重庆南路,primary,1,18.7, , , , ,40, , ,13761,767,680
5000715349,107744185,嘉善路,residential,1,25.638, , , , , , , ,13762,7,681
5000715349,601669719,嘉善路,residential,1,292.146, , , , , , , ,13763,124,682
5226901246,4470004598,华山路,secondary,0,58.929, , , , , , , ,13918,150,683
5226901246,640482387,华山路,secondary,0,182.301, , , , , , , ,13919,165,684
5226901248,154073243,五原路,residential,1,47.036,1, , , , , , ,13920,52,685
5226901256,5226901257,高邮路,residential,0,46.178, , , , , , ,yes,13926,35,686
5226901256,3048216957,高邮路,residential,0,177.576, , , , , , ,yes,13927,45,687
5226901256,5226901263, ,residential,0,177.321, , , , , , , ,13928,20,688
5226901257,5226901264,高邮路,residential,0,81.25199999999998, , , , , , ,yes,13929,35,689
5226901257,5226901256,高邮路,residential,0,46.178, , , , , , ,yes,13930,43,690
5226901257,5226901258, ,residential,0,201.844, , , , , , , ,13931,6,691
5226901258,5226901257, ,residential,0,201.844, , , , , , , ,13932,7,692
